platform,keyword,title,content,publish_time,like_count,comment_count,repost_count,url,content_clean,crawl_time
百度新闻,小米汽车,深耕鲁西南智能出行新赛道| 小米汽车 济宁交付中心正式开业,"深耕鲁西南智能出行新赛道| 小米汽车 济宁交付中心正式开业 昨天14:03 6月5日, 小米汽车 (886064)济宁交付中心上午11时15分隆重开业。开业当日下午,济宁市、区多位领导专程到访门店开展实地调研、座谈交流。小米集团中国区山东分公司总经理 高铭 陪同调研并就门店运营、区域市场布局、未来发展规划进行专项工作汇报。该交付中心落地任城区,... 同花顺财经",,0,0,0,http://news.10jqka.com.cn/20260608/c677287433.shtml,,
百度新闻,小米汽车,小米汽车 5月批发3.28万辆:SU7贡献2.4万辆占比超七成,小米汽车 5月批发3.28万辆:SU7贡献2.4万辆占比超七成 昨天17:14 小米汽车 在新能源市场持续扩张的背景下，5月新能源乘用车批发销量达到135.2万辆，同比增长10.6%，环比增长10.3%。新能源月度批发销量突破万辆的厂商达到20家（同比多2家），占新能源乘... CNMO科技,,0,0,0,https://baijiahao.baidu.com/s?id=1867424517015002769&wfr=spider&for=pc,,
百度新闻,小米汽车,"小米 一季度财报出炉:千亿营收失守,股价腰斩, 汽车 能救场?","小米 一季度财报出炉:千亿营收失守,股价腰斩, 汽车 能救场? 11小时前 刚出炉的小米2026年一季度财报,给所有关注它的人浇了一盆透心凉的冷水。大家还在蹲 小米汽车 能不能成行业黑马,转头就看到核心业绩集体拉胯,连守了好几年的千亿营收线都没保住。哪怕抛出... 网易",,0,0,0,https://www.163.com/dy/article/KUUL158O055693G1.html,,
百度新闻,小米汽车,"5月轿车销量确认:前十名还剩两款燃油车, 小米汽车 准确销量确认","5月轿车销量确认:前十名还剩两款燃油车, 小米汽车 准确销量确认 58分钟前 三厢轿车的第一名实际为小米SU7，24023辆的零售销量确实非常抢眼，已经超过了排名第三的特斯拉Model 3；但如果特斯拉能够规划好产能，同时推出一些价格权益，相信依然有望实现反超，该... 天和Auto",,0,0,0,https://baijiahao.baidu.com/s?id=1867486979531426116&wfr=spider&for=pc,,
百度新闻,小米汽车,舒淇为何在体验 小米汽车 后会萌生考驾照的想法?,"舒淇为何在体验 小米汽车 后会萌生考驾照的想法? 昨天21:41 2026年5月29日, 小米汽车 在工厂交付中心举办YU7 GT首批车主交付仪式,品牌代言人舒淇与雷军共同为6位车主交车。 在仪式现场,舒淇看到车主们开着YU7 GT“特别自由、洒脱、很爽”,当场羡慕... 新浪网",,0,0,0,http://k.sina.com.cn/article_7879776328_1d5abd84806801mulk.html,,
百度新闻,小米汽车,"舒淇与 小米汽车 的合作除了代言,还有哪些深度互动?","舒淇与 小米汽车 的合作除了代言,还有哪些深度互动? 昨天21:39 合作并非始于一张商业合同,而是源于两年前网友的一个创意“谐音梗”——“SU7(配置|询价)”与“舒淇”读音相似。雷军坦言,正是听到了网友的建议,才促成了这段合作。 官宣引爆全网:2026年3月19日,雷军与舒淇同步官宣,舒淇成为 小米汽车 品牌代言人。 舒淇的“用户体验”:... 新浪网",,0,0,0,http://k.sina.com.cn/article_7879776328_1d5abd84806801mul8.html,,
百度新闻,小米汽车,"雷军亮出三张底牌, 小米 坐等借鉴者,友商都怂了吗?","雷军亮出三张底牌, 小米 坐等借鉴者,友商都怂了吗? 前天14:43 有人讲 小米汽车 的成功靠营销，现实中大家都知道是怎么回事，完全是靠产品力。因为汽车不像手机，对于任何一个家庭来讲都是大件，算是一笔非常大的开销了。如果产品力不行根本不会有现在... 新浪财经",,0,0,0,https://baijiahao.baidu.com/s?id=1867319439653781562&wfr=spider&for=pc,,
百度新闻,小米汽车,"爆卖的 小米汽车 ,三个月亏31亿!但雷军一点也不会慌","爆卖的 小米汽车 ,三个月亏31亿!但雷军一点也不会慌 8天前 当 小米汽车 交出一份“卖得火热，亏得肉疼”的成绩单时，人们发现在新能源的修罗场上，爆款神话也扛不住真金白银的流失。三个月爆卖八万多辆车，却亏损了31亿元。当然，雷军对此一点也不... 象视汽车",,0,0,0,https://baijiahao.baidu.com/s?id=1866757662335823656&wfr=spider&for=pc,,
百度新闻,小米汽车,"南昌一辆 小米 SU7 Ultra起火,小米通报:未造成人员伤亡,初步排除...","南昌一辆 小米 SU7 Ultra起火,小米通报:未造成人员伤亡,初步排除... 昨天20:08 6月8日，据 小米 公司发言人消息：2026年6月7日，一辆小米SU7 Ultra在江西省南昌市英雄大桥起火，火情由消防部门及时控制，未造成人员伤亡。事件发生后，我们第一时间联系车主，将积极配... 新黄河",,0,0,0,https://baijiahao.baidu.com/s?id=1867430584729936464&wfr=spider&for=pc,,
百度新闻,小米汽车,"5败1胜! 小米汽车 ,不是鸿蒙智行的对手","5败1胜! 小米汽车 ,不是鸿蒙智行的对手 7天前 可以看到，小米仅在过去的这半年间，赢了一次，那就是2026年4月份，小米官方称3万+，但实际销量高达3.67万，超过了鸿蒙智行的3.28万辆。另外的5个月，每个月都是不如鸿蒙智行的，所以，... 只说数码科技",,0,0,0,https://baijiahao.baidu.com/s?id=1866848887209487753&wfr=spider&for=pc,,
百度新闻,小米汽车,小米 机器人演示操控17T Pro长焦拍摄并投入 汽车 工厂产线作业,"小米 机器人演示操控17T Pro长焦拍摄并投入 汽车 工厂产线作业 昨天16:45 现场,小米机器人手持 17TPro 手机,通过按压音量键实现变焦拍照,展示该机的长焦摄影能力。该机器人基于 XiaomiCyberOne 平台改造,其仿生手体积缩小 60%,自由度提升 64%,全掌触觉传感器覆盖面积达 8200 平方毫米,抓握操作循环寿命超 15 万次,并采用仿生汗腺设计增强散热... ZAKER",,0,0,0,http://app.myzaker.com/news/article.php?pk=6a26930e8e9f097f6d365bb3,,
百度新闻,小米汽车,2026.06.08 小米汽车 概念行情数据:板块收跌3.06% 开特股份涨7.32%,"2026.06.08 小米汽车 概念行情数据:板块收跌3.06% 开特股份涨7.32% 昨天17:25 截至今日收盘, 小米汽车 (886064)概念涨幅为-3.06%。相对沪深300(399300)指数当日超额涨跌幅为-0.92%,相对创业板指(399006)当日超额涨跌幅为+0.63%。 近5个交易日中,该概念有2个交易日上涨、3个交易日下跌,具体表现如下: 交易日期小米汽车(886064) 概念涨跌幅2026.06.08... 同花顺财经",,0,0,0,http://news.10jqka.com.cn/20260608/c677296016.shtml,,
百度新闻,小米汽车,"小米汽车 取消YU9命名,首款增程SUV不用小米标,归属全新独立子品牌...","小米汽车 取消YU9命名,首款增程SUV不用小米标,归属全新独立子品牌... 2小时前 5月7日,据财经网科技报道, 小米汽车 首款增程式SUV将归属全新独立子品牌“寻天”(英文名为SKYNOMAD),该车将不再使用小米主品牌标识,计划于2026年下半年正式发布。 据悉,该车型内部代号为昆仑N3,此前网传的“YU9”命名已被取消。 来源:都市现场综合财经网科技... 新浪网",,0,0,0,http://k.sina.com.cn/article_7857201856_1d45362c001906g3j8.html,,
百度新闻,小米汽车,"小米 通报南昌SU7起火,初步排除电池自燃原因","小米 通报南昌SU7起火,初步排除电池自燃原因 今天 一辆SU7 Ultra在南昌英雄大桥上起火。 小米 官方昨天(8日)通报:未造成任何人员伤亡,初步排除电池自燃引发起火! 经现场调查和后台数据分析,事发前这辆车的动力电池全程处于正常状态,没有... 新浪财经",,0,0,0,https://finance.sina.cn/2026-06-09/detail-iniatpik3657794.d.html,,
百度新闻,小米汽车,"宁波 小米汽车 小米SU7二手车 2024款,优惠特价13.68万","宁波 小米汽车 小米SU7二手车 2024款,优惠特价13.68万 3小时前 【汽车之家宁波 小米汽车 小米SU7二手车行情频道】最新消息,小米SU72024款四驱超长续航高阶智驾Max版在宁波地区展开了限时优惠活动,优惠到13.68万元。感兴趣的朋友们,赶紧点击查底价按钮,... 汽车之家",,0,0,0,https://www.autohome.com.cn/x/usedcar-2064139270125510656.html,,
百度新闻,小米汽车,"宁波 小米汽车 小米SU7二手车 2024款,优惠特价14.42万","宁波 小米汽车 小米SU7二手车 2024款,优惠特价14.42万 昨天20:20 【汽车之家宁波 小米汽车 小米SU7二手车行情频道】最新消息,小米SU72024款四驱超长续航高阶智驾Max版在宁波地区迎来了一波降价促销,降至14.42万。想要了解更多优惠详情,请点击查底价按钮,争取更高优惠。 小米汽车小米SU7 活动价:14.42万 去看车 小米SU7 2024款四驱超长... 汽车之家",,0,0,0,https://www.autohome.com.cn/x/usedcar-2063959442323636224.html,,
百度新闻,小米汽车,厦门 小米 YU7 汽车 经销商地点,"厦门 小米 YU7 汽车 经销商地点 昨天23:51 拯救选择困难!厦门 小米汽车 小米YU74s店信息对比表来了,地址、电话清清楚楚,帮你快速锁定目标。 💙 小米汽车厦门市湖里区SM城市广场城市展厅 电话:400-805-2900 转 6800 地址:福建厦门市思明区嘉禾路468号SM城市广场1期F1 💙 小米汽车厦门市翔安区翔安交付中心 ... 太平洋汽车",,0,0,0,https://www.pcauto.com.cn/note/874803891407948991.html,,
百度新闻,小米汽车,"小米 SUV重磅曝光!两款新车蓄势待发,能否彻底颠覆现有市场格局?","小米 SUV重磅曝光!两款新车蓄势待发,能否彻底颠覆现有市场格局? 前天11:06 现在高清实拍图一出来，真相大白，车头那颗熟悉的“Mi”字标闪着光，车尾明晃晃印着“小米寻天N90”。这就好比你家孩子刚考上名牌大学，非要去改名换姓重新奋斗，那肯定是不现实的。这... 张小章手记",,0,0,0,https://baijiahao.baidu.com/s?id=1867305812333735993&wfr=spider&for=pc,,
百度新闻,小米汽车,"小米汽车 一季度巨亏31亿,但雷军并不慌","小米汽车 一季度巨亏31亿,但雷军并不慌 3天前 那么,可以期待一下,6月 小米汽车 销量破4万。 《科技丛林》盲猜,二季度小米汽车交付量将在11万上下,汽车业务不管是营收还是毛利都将得到改善。 0355万年销量目标能否实现? 今年小米汽车给自己定的销量目标是55万。 而且在一季度财报电话会议上,小米也重申对实现全年55万... 易车网",,0,0,0,https://news.m.yiche.com/hao/wenzhang/110541421/,,
百度新闻,小米汽车,"小米汽车 亏了,却让对手更慌","小米汽车 亏了,却让对手更慌 6天前 来源：汽车K线 惨是真的惨，强也是真的强。作 者 | 三里屯 责 编 | 李晓瑞 出 品 | 汽车K线 小米汽车 的高溢价车型恐怕只会更快到来。营收下滑、净利腰斩、汽车单季巨亏31亿，股价较历史... 新浪财经",,0,0,0,https://baijiahao.baidu.com/s?id=1866988493708947693&wfr=spider&for=pc,,
百度新闻,小米汽车,小米 第三款量产车谍照曝光 双供应商电池布局能否打开新局,"小米 第三款量产车谍照曝光 双供应商电池布局能否打开新局 4天前 小米汽车 的前两款量产车型,SU7是主打科技性能的纯电轿车,YU7定位偏向年轻运动的纯电SUV,都牢牢贴住了小米主品牌“科技、性能、纯电”的标签。 这次推出的寻天SUV,直接独立为全新子品牌S... 网易",,0,0,0,https://www.163.com/dy/article/KUKOGLD8055616XV.html,,
百度新闻,小米汽车,"小米 寻天 汽车 更多谍照曝光,9系SUV再迎实力选手","小米 寻天 汽车 更多谍照曝光,9系SUV再迎实力选手 4天前 该车的售价据说不会太贵,是 小米汽车 推出的亲民版本,主要是走量的。之所以判断寻天这款SUV的售价不会太高,是因为有网友爆料该车搭载的是国产朝阳轮胎,规格为245/55 R19,尺寸不算大,牌子和国际大品牌相比又有一点差距。 但尊界S800典藏版这些国产豪华车也是用这个牌子的... 易车网",,0,0,0,https://news.m.yiche.com/hao/wenzhang/110496784/,,
百度新闻,小米汽车,小米 寻天 汽车 最新谍照曝光 更多细节揭晓,"小米 寻天 汽车 最新谍照曝光 更多细节揭晓 4天前 此前泄露的谍照展示了车头的 小米汽车 品牌Logo轮廓,预示着“寻天”可能是小米汽车旗下一个独立系列的名称。尾标上则清晰可见“小米寻天N90”字样。 据报道,小米汽车将在代号为“昆仑”的... 中华网·新闻",,0,0,0,https://news.china.com/socialgd/10000169/20260605/49531313_all.html,,
百度新闻,小米汽车,"小米汽车 集中发力,科技安全令人驾控无忧","小米汽车 集中发力,科技安全令人驾控无忧 5天前 现在的年轻人买车的要求千奇百怪,除了对颜值有很高要求,在动力和配置方面也希望不能落后,对于价格只希望能承受就行。 小米 YU7的亮点不少,今天我们来谈谈它在动力方面表现如何。至于该车都有哪些出色的表现,还是请大家一起往下看吧。 先来看下小米YU7的外观,小米YU7车头... 易车网",,0,0,0,https://news.m.yiche.com/hao/wenzhang/110478524/,,
百度新闻,小米汽车,"小米汽车 门店火爆到限流,预约看车排到晚上10点,消费者:加完班也要...","小米汽车 门店火爆到限流,预约看车排到晚上10点,消费者:加完班也要... 就在今天, 小米汽车 29城76店正式面向公众开放,前来看小米汽车的用户络绎不绝。 车东西3月25日消息,今日,小米SU7在国内各大店铺正式开始静态展示,车东西也第一时间来到了北京东方广场小米... 36kr",,0,0,0,https://36kr.com/p/2704906103666823,,
百度新闻,小米汽车,小米汽车 在全球和中国市场各上市了几款车型,"小米汽车 在全球和中国市场各上市了几款车型 6天前 截至目前,在中国市场, 小米汽车 已正式上市两款车型——小米SU7与小米SU7 Pro。两款车型均基于全新自研纯电平台打造,融合高效率电驱系统与全栈自研智能座舱,精准覆盖中高端纯电轿车市场,满足多样化出行需求。 小米SU7作为主力入门款,以超过700公里的CLTC续航、流畅的语... 汽车之家",,0,0,0,https://www.autohome.com.cn/ask/25217131.html,,
百度新闻,小米汽车,"利润下滑43.1%, 小米 发布最新财报: 汽车 亏损 一边亏钱一边豪赌","利润下滑43.1%, 小米 发布最新财报: 汽车 亏损 一边亏钱一边豪赌 7天前 还有一个数据需要注意, 小米汽车 在今年前四个月累计交付约11万辆,距离全年55万辆的目标只完成了20%。如果二季度交付表现不能显著提升,全年目标能否实现恐怕就得打问号了。 咱们总结一下,一个季度小米营收下滑10.9%,利润腰斩式下降,这搁谁都算不上是好消息。但亏损背后,... 腾讯网",,0,0,0,https://news.qq.com/rain/a/20260602A09ZLG00?adChannelId=auto,,
百度新闻,小米汽车,小米汽车 日报,"小米汽车 日报 7天前 **速览:** 2026年6月1日, 小米汽车 公布5月交付量连续第二个月超3万台、前4个月累计交付超15万辆完成年销目标20%,单车均价23.5万居国内车企第一梯队,同时“一米穿五界”论调因鸿蒙智行5月环比大涨41%失效,YU7 GT等新品推进交付、儿童节为喜爱SU7的“小孩哥”定制小YU7 G... 腾讯新闻",,0,0,0,https://view.inews.qq.com/a/20260602A06GPX00,,
百度新闻,小米汽车,小米汽车 官宣!月销量突破5万辆,"小米汽车 官宣!月销量突破5万辆 7天前 1月1日, 小米汽车 官宣,2025年12月小米汽车交付量超过5万台。 打开网易新闻 查看精彩图片 根据乘联分会此前公布的数据,2025年1-11月小米汽车累计销量为361675辆,加上2025年12月的超5万辆,小米汽车在2025年全年交付超41万辆。从月度来看,小米汽车在2025年前11月销量分别... 新浪网",,0,0,0,http://k.sina.com.cn/article_7857141524_1d452771401902xypy.html,,
百度新闻,小米汽车,小米汽车 旗舰技术,"小米汽车 旗舰技术 8天前 继4月交付量站稳三万台阶之后,刚刚过去的5月份, 小米汽车 的单月交付成绩依旧超过3万台,市场表现持续向好。 小米汽车官方今天正式对外披露相关数据,2026年5月,品牌单月交付量持续站稳三万台阶,连续多个月交付数据突破30000台,整体市场走势保持非常稳定的上升态势。 梳理... 站长之家",,0,0,0,https://www.chinaz.com/tags/907473.shtml,,
百度新闻,小米汽车,小米汽车,"小米汽车 8天前 **速览:** 2026年5月31日至6月1日, 小米汽车 公布5月交付量连续多个月超3万台、单车均价23.5万处国内第一梯队,同时发布YU7车型6月购车权益、答网友问明确YU7标准版交付即搭载XLA大模型且全系采用铠甲笼式车身,但一季度亏损31亿元、品控与服务争议持续发酵,市场关注其安... 腾讯新闻",,0,0,0,https://view.inews.qq.com/a/20260601A060MX00,,
百度新闻,小米汽车,小米 第三款量产车最新路试照流出两家电池供应能否带来突破,小米 第三款量产车最新路试照流出两家电池供应能否带来突破 3天前 按现在的局势看，这比追求最低成本更像是给新车上了一道保险。 小米汽车 产能还在爬坡期，把首款增程车用双供方案，能把上市延期或供应中断的风险降到最低——这在很多新势力里并不常见，... 特彩前T,,0,0,0,https://baijiahao.baidu.com/s?id=1867178150040418449&wfr=spider&for=pc,,
百度新闻,小米汽车,小米汽车 2026年月销稳站3万+台阶,"小米汽车 2026年月销稳站3万+台阶 8天前 6月1日,盖世汽车获悉, 小米汽车 正式披露2026年5月交付数据:当月交付量持续超过30,000台,连续第二个月守稳“三万+”关口。 此前4月,小米汽车刚刚以超30,000台的成绩完成从Q1低谷期的爬坡回归,5月数据的确认,意味着这家入局仅两年出头的造车新势力,已初步建立起稳定的月... 易车网",,0,0,0,https://news.m.yiche.com/hao/wenzhang/110404156/,,
百度新闻,小米汽车,"小米汽车 终于做到了,一台21.99万起的中大型车","小米汽车 终于做到了,一台21.99万起的中大型车 5月28日 不少网友留言想看 小米 SU7 ,今天它来了。让我们来一起了解一下吧。 首先从外观来看,小米SU7车头显得非常简洁大方,看上去非常精致。再加上简约的头灯,整体看上去充满了朴实感。该车配备了LED日间行车灯、大灯高度调节,自动开闭,自适应远近光,延时关闭等。来到车身侧面,... 易车网",,0,0,0,https://news.m.yiche.com/hao/wenzhang/110302420/,,
百度新闻,小米汽车,小米 首款新能源 汽车 正式发布,"小米 首款新能源 汽车 正式发布 2024年3月28日 3月28日,在北京一家 小米汽车 零售门店内,消费者在了解小米SU7汽车。新华社记者 鞠焕宗 摄 小米集团创始人、董事长兼CEO雷军说,研发团队在造型设计、电池、智能驾驶、智能座舱、... 新华网",,0,0,0,http://www.xinhuanet.com/20240328/7ba29784a82b429c9f175366bf07d750/c.html,,
百度新闻,小米汽车,官宣! 小米汽车 要来了,"官宣! 小米汽车 要来了 2024年3月12日 小米对于打造小米“人车家全生态”有着清晰目标,并表示愿意为造车花费15年-20年时间。 在去年底举行的 小米汽车 (886064)技术发布会上,雷军表示,小米平板的应用生态可以无缝上车,手机端应用也可以Pin到车上变成车机原生应用,米家所有设备都可以无感上车。此外,小米还打... 同花顺",,0,0,0,https://stock.10jqka.com.cn/20240312/c655833897.shtml,,
百度新闻,小米汽车,"小米汽车 首秀不止9万9,雷军为年轻人造了一辆“保时捷”","小米汽车 首秀不止9万9,雷军为年轻人造了一辆“保时捷” 2023年12月29日 小米汽车 首秀,不止9万9。 文|《中国企业家》记者 赵东山 任娅斐 编辑|李薇 12月28日,小米汽车正式在小米技术发布会揭开神秘面纱。这是小米汽车首款车型SU7各方面细节的第一次正式亮相,... 中国经济网",,0,0,0,http://www.ce.cn/xwzx/gnsz/gdxw/202312/29/t20231229_38847615.shtml,,
百度新闻,小米汽车,小米汽车 正式官宣!,"小米汽车 正式官宣! 2023年12月28日 12月28日, 小米汽车 首款车型——小米SU7正式发布,新车定位“C级高性能生态科技轿车”,动力上提供双电机版本和单电机版本车型选择。官方表示,小米汽车首款车型取名小米SU7,是因为SU是Spee... 腾讯网",,0,0,0,https://new.qq.com/rain/a/20231228A09AAA00,,
百度新闻,小米汽车,"小米汽车 发布会,定档了!","小米汽车 发布会,定档了! 2023年12月25日 备受市场关注的 小米汽车 发布会终于确定档期。 12月25日,小米汽车官方微博发布消息显示,小米汽车技术发布会将于2023年12月28日(周四)下午2点进行。雷军微博12月25日则表示,这次只发技术,... 新浪财经",,0,0,0,http://finance.sina.com.cn/stock/relnews/hk/2023-12-25/doc-imzzfiqu3325355.shtml,,
百度新闻,小米汽车,小米 的 汽车 野心 | 深度,"小米 的 汽车 野心 | 深度 2019年6月30日 板牙科技和车米科技从公司定位上来说,其实也是关于研发关于 汽车 行业的产品,但这两家公司在成立之后,并未有相关产品对外公布,因此,也并不知情其在 小米 在汽车领域中的布局扮演什么样的角... 车云网",,0,0,0,http://www.cheyun.com/content/28660,,
百度新闻,小米汽车,小米汽车 亮相公示清单 多家公司跻身产业链,"小米汽车 亮相公示清单 多家公司跻身产业链 2023年11月20日 同日,商络电子董秘在回答投资者提问时表示,公司通过Tier1供应商间接为 小米汽车 供应阻容感、二三极管、电源芯片等电子元器件。 此外,海泰科表示,目前公司汽车注塑模具已应用于包括奔驰、宝马、比亚迪、问界、小米、奇瑞等新能源车型;万向钱潮表示,公司等速驱动轴产品已... 中国经济网",,0,0,0,http://www.ce.cn/xwzx/gnsz/gdxw/202311/20/t20231120_38797765.shtml,,
百度新闻,小米SU7,小米 正式回应 SU7 起火事故!,"小米 正式回应 SU7 起火事故! 3小时前 昨天,我们写了江西南昌洪都英雄大桥上一辆 小米SU7 的车辆突发起火的事故。6月8日晚七点半左右,小米官方也正式回应了此事。小米方面表示,经现场调查及后台数据分析,事发前车辆动力电池全程处于正常工作状态,未出现热失控信号,初步排除电池自燃引发起火。 对于此次事故我... 电子工程专辑",,0,0,0,https://www.eet-china.com/mp/a501252.html,,
百度新闻,小米SU7,"花7600 元选装变 “伤人配置”, 小米 SU7 车主手指被夹骨折,官方...","花7600 元选装变 “伤人配置”, 小米 SU7 车主手指被夹骨折,官方... 3小时前 花7600 元加装的便利性配置竟然成了新的安全隐患。 6月 7 日,苏州赵女士被 小米 SU7 电吸门夹伤右手拇指致骨折一事引发广泛关注。 据多家媒体报道,苏州市民赵女士约两个月前购入小米 SU7... ZAKER资讯",,0,0,0,https://www.myzaker.com/article/6a2778438e9f094cd85daa1c,,
百度新闻,小米SU7,小米 官方回应南昌 SU7 Ultra起火 排除电池自燃,"小米 官方回应南昌 SU7 Ultra起火 排除电池自燃 1小时前 小米公司于次日通过官方渠道发布通报,初步排除电池自燃引发起火。 小米公司官方通过社交媒体发布通报称:2026 年 6 月 7 日,一辆 小米 SU7 Ultra 在江西省南昌市英雄大桥起火,火情由消防... ZAKER",,0,0,0,http://app.myzaker.com/news/article.php?pk=6a2789eeb15ec03b5e238e27,,
